F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
6.1875,4.698,-160.432,801.47,11.11335,578.85,1,7444.746,-12171.72,0,-2.4774,-1.46,26.904,9.0893,5.3091,-8186.52,8.88,3487.14,558.47,3.5061,,True
4.7793,1.3734,-160.536,888.47,11.023731,485.97,1,7400.48,-11832.42,0,-5.196,-0.46,27.98,9.8664,7.025,-2216.72,5.9658,3313.2,11.27,3.6036,-10.43,True
5.9541,0.5568,-176.586,770.67,11.802,476.07,0,7411.888,-11145.54,0,-1.8936,-1.46,15.64,9.13914,5.481,130.08,12.108,3349.59,-98.73,1.359,,False
6.774,0.7278,-164.008,1155.72,19.614,864.831,0,7425.058,-12177.42,0,-1.9311,-0.46,6.19,9.4216,5.789,-2177.72,8.877,3492.04,1013.07,10.71,-9.25,False
3.8082,0.6194,-181.64,961.96,11.5905,803.43,1,7480.74,-12193.02,0,-2.8827,-1.46,19.366,9.8112,5.8494,-1508.392,6.0648,3073.34,1310.07,5.46,,False
4.1667,1.527,-176.614,1125.86,11.3949,783.72,1,7388.22,-14113.02,0,-1.7541,-1.46,22.263,9.8784,6.5084,-1914.92,5.9097,3893.94,307.37,2.6982,-11.61,True
3.7932,5.038,-181.42,825.37,18.15,14.67,0,7372.4,-16471.92,1,-2.8506,-1.46,18.672,15.964,6.7386,-1588.92,9.498,3478.14,739.85,1.4883,-10.55,True
9.636,3.756,-225.54,1254.27,11.4225,939.15,0,7398.44,-11556.12,0,-3.5202,-1.46,25.872,9.878,5.31478,-1601.38,6.3156,3217.44,692.72,3.921,-8.5,False
5.163,0.6258,-173.146,887.17,11.4474,576.63,0,7441.594,-12130.62,1,-2.3883,-1.46,21.729,9.4116,8.41,-1591.18,12.54,3411.39,968.37,1.5855,,True
3.53106,1.8912,-164.004,996.19,12.6408,395.67,0,7472.7,-15295.92,1,-11.793,-0.46,23.346,9.2596,5.8764,-2105.72,5.4654,4486.64,382.07,2.0778,-8.82,True
5.0517,3.428,-168.984,3652.97,11.23005,1113.63,1,7470.94,-12062.22,0,-0.91698,-1.46,13.629,9.8232,9.796,-1829.92,12.588,3315.99,524.97,1.03815,,False
3.47238,2.114,-175.356,1969.07,11.07399,1020.6,1,7450.36,-16258.92,0,-1.0449,-1.46,17.9612,12.688,5.8574,-1368.02,7.4574,3608.74,551.57,5.01,,True
6.408,0.8076,-203.78,976.98,11.21445,710.88,1,7444.846,-10755.42,0,-8.439,-1.46,11.364,10.6052,7.0514,-1078.52,10.269,3349.09,741.24,1.6614,,False
4.4403,3.502,-284.3,950.47,11.21898,845.547,0,7314.96,-11300.367,0,-4.287,-0.46,4.94,10.988,7.0392,-1362.98,16.023,3404.1,530.37,4.707,,True
5.5428,3.474,-217.6,1091.05,11.30451,984.75,1,8761.82,-12373.62,1,-7.743,-0.46,11.64,9.4622,5.5578,-1663.9,6.969,3613.94,698.54,2.0514,-11.4,True
4.2447,1.9602,-191.74,888.47,13.5189,770.01,1,7442.714,-8930.82,1,-3.846,-1.46,16.9781,9.453,5.14058,-174.72,8.25,3263.74,451.37,2.8182,-8.81,False
4.4937,4.358,-165.554,1663.07,16.197,928.38,1,7350.36,-12830.82,1,-1.6512,-1.46,19.848,10.2256,5.7044,-1728.72,6.5136,3288.55,588.47,2.9214,,False
5.6694,2.902,-172.548,1037.61,11.9871,910.71,1,7395.56,-11843.52,1,-2.1582,-0.46,20.81,14.292,9.318,-1483.9,5.6214,4020.94,754.55,3.6486,,True
4.4787,0.465,-168.008,1460.07,17.49,849.555,1,7435.666,-12148.02,0,-1.7331,-1.46,18.696,12.062,7.546,-1604,8.541,3264,-2695.93,3.3441,,False
3.8517,1.9238,-183.46,187.87,12.5553,412.77,0,7683.82,-12343.62,0,-1.8702,-1.46,23.165,11.874,9.284,-1554.78,11.643,3388.36,936.17,2.6403,,True
10.449,0.6348,-169.564,753.07,11.3511,908.43,0,8076.62,-11030.19,1,-0.91722,-0.46,19.502,12.922,7.029,-1317.12,5.7909,3290.68,-1506.93,8.847,-10.55,True
5.2458,2.33,-169.864,1244.77,12.3609,1497.57,0,7398.92,-11647.62,1,-4.992,-1.46,19.136,15.556,7.526,-1463,5.4756,4203.54,139.67,2.0364,,True
13.089,6.266,-183.5,947.87,13.8357,632.4,0,7279.94,-11732.22,1,-2.8713,-0.46,8.343,13.584,5.25548,-1674.46,15.129,3421.55,829.87,2.9616,,False
4.4283,5.286,-189.12,1698.87,11.12628,846.564,0,7388.26,-15502.92,0,-1.7199,-1.46,26.612,9.4394,6.9076,-3588.52,6.8865,3423.6,749.47,7.449,,False
4.3746,1.2556,-255.38,114.07,11.10633,659.64,1,7486.32,-10848.42,1,-1.4406,-1.46,18.969,12.09,5.7606,-1422.02,12.189,3405.93,314.67,2.5038,-9.55,True
5.6169,6.972,-160.304,2590.97,11.9418,1093.65,1,7377.94,-11427.24,0,-0.94425,-0.46,11.018,11.462,5.8184,-1446.66,10.374,3369.952,576.17,2.025,-10.19,True
4.7088,2.876,-186.54,982.62,14.802,648.15,0,7292.68,-10507.02,0,-7.146,-0.46,17.3444,12.152,7.974,-1420.04,5.5434,3122.74,521.67,2.1717,-10.25,True
9.345,2.1944,-173.712,919.77,11.016828,813.87,0,7475.84,-11139.39,1,-4.107,-1.46,14.075,9.4722,6.3388,-439.72,7.3632,3298.7,808.91,3.5046,,False
8.475,5.252,-167.79,236.37,11.3541,784.17,1,7377.4,-11067.84,0,-1.4568,-0.46,17.272,11.962,7.928,-1332.82,11.679,3354.088,739.61,3.3615,,False
6.939,1.7896,-160.438,1241.57,11.12763,857.55,1,7459.88,-11960.52,1,-3.72,-0.46,22.799,11.382,5.866,-1783.92,5.6955,3007.74,299.87,12.753,-9.24,False
4.9719,0.6658,-162.486,1044.07,14.163,962.37,1,7591.82,-11248.11,1,-3.807,-1.46,14.419,10.0258,5.2539,-1070.12,12.378,3416.15,-980.93,3.264,,True
7.929,0.38414,-181.22,-2917.03,16.554,-1424.43,0,7450.26,-11730.42,1,-0.86244,-1.46,14.343,9.2966,6.36,-2701.12,13.521,3403.86,2580.07,1.101,,True
7.77,1.7748,-160.852,1169.17,12.5223,816.36,0,7404.92,-12265.02,0,-5.571,-0.46,16.4502,10.37,6.4858,-2178.12,6.1452,3308.49,912.27,5.601,,False
4.5126,1.0336,-161.214,980.14,12.9129,722.85,1,7477.16,-11265.96,1,-6.264,-1.46,15.367,9.329,6.1706,-1193.52,8.292,3330.12,612.97,3.3774,,False
4.509,2.0866,-175.864,958.17,11.4417,844.494,0,7425.676,-11378.16,1,-8.973,-0.46,13.576,9.2174,11.008,1661.48,6.4806,3876.44,1109.77,2.2176,-9.28,False
5.5545,1.2722,-165.364,1151.37,11.349,878.664,0,7430.4618,-11301.673,0,-2.5752,-1.46,23.925,11.118,5.19472,-1450,5.9646,2972.34,421.97,3.84,-9.36,True
7.614,3.366,-201.14,1092.68,18.735,618.99,0,7342.34,-11543.13,0,-2.3844,-0.46,8.385,9.14196,6.5714,-2570.32,5.21253,3195.14,541.47,1.5441,,True
3.867,2.694,-168.306,-9.03,13.9125,790.05,1,7410.97,-13221.72,1,-1.3755,-0.46,27.43,9.1988,6.6616,-3102.92,8.625,3323.52,873.57,11.613,,False
8.352,0.6866,-176.684,1190.87,11.7321,1122.81,0,7358.76,-11350.38,0,-4.32,-0.46,22.409,10.7942,7.184,-1457.36,5.3511,2761.94,-1430.93,1.7496,-10.84,True
7.188,1.5022,-173.906,516.07,11.29689,812.85,1,7510.1,-11372.04,1,-1.578,-1.46,20.263,10.1094,8.518,-1364.02,8.0202,3440.17,594.17,5.841,,True
5.619,1.5566,-160.874,858.37,14.751,849.252,1,7359.72,-11448.99,0,-3.4842,-0.46,18.296,10.883,5.6954,-1374.76,10.095,3450.45,644.27,11.541,-10.97,False
6.621,0.6874,-165.93,917.77,11.010026,730.44,1,7406.44,-11353.17,0,-5.451,-1.46,18.384,9.8474,5.18244,-1068.92,11.31,3414.56,1639.47,2.6001,-9.5,True
3.8949,0.4099,-164.206,774.67,11.8932,631.68,0,7371.78,-12016.92,0,-2.7306,-0.46,18.694,9.6456,7.0012,-1882.12,7.0827,3325.68,-1838.93,3.7449,,True
5.7063,4.994,-167.916,732.27,14.916,333.87,0,7365.74,-11378.31,1,-2.4459,-0.46,16.7021,9.2486,5.4898,-425.52,8.886,3428.63,750.57,1.2888,-8.49,False
4.3383,1.9438,-166.694,770.37,12.8952,462.57,0,7479.52,-11280.738,0,-2.6562,-0.46,20.436,11.742,11.038,-1365.42,9.711,3418.08,898.67,1.1943,,False
7.863,2.376,-215.66,1110.11,11.7117,223.47,0,484.22,-11992.02,0,-6.303,-1.46,19.649,11.072,6.6216,-1782.52,9.291,3350.66,909.57,1.1094,,False
8.961,0.6486,-164.272,1016.38,23.46,789.48,1,7062.22,-11604.42,0,-2.4648,-1.46,17.06854,9.386,6.5286,-2465.32,7.1013,3424.99,-639.93,5.454,,False
3.777,4.552,-176.756,895.07,11.026698,278.37,0,7431.3736,-16501.92,0,-6.108,-1.46,14.518,9.0844,7.996,-7298.52,15.594,3397.21,816.58,2.496,,False
5.1132,2.496,-161.754,-693.03,13.0917,490.77,0,7382.04,-11711.52,0,-1.0299,-0.46,16.3853,9.2632,6.507,-3109.92,9.069,3344.97,453.97,3.0363,-10.52,True
4.5531,0.6618,-202.16,822.77,11.9562,827.4,1,7428.3984,-11359.86,1,-3.0714,-1.46,15.151,9.0979,5.3234,2289.48,9.729,3449.19,1025.37,3.849,,True
5.9049,0.5644,-173.048,2232.97,15.588,1358.07,1,7421.08,-11637.12,0,-1.1094,-1.46,19.442,9.16782,5.9758,1283.48,7.8666,3583.34,-1763.93,2.2413,,True
3.51114,0.44336,-165.362,1557.97,12.7332,1088.49,1,7501.78,-20353.92,1,-1.4535,-1.46,12.39,10.6898,5.27276,-1281.12,8.13,3496.44,4073.07,3.3834,-9.16,True
4.0761,5.254,-163.724,1022.87,11.05449,234.27,1,7318.82,-14827.92,0,-8.085,-0.46,15.169,11.254,7.3,-1694.7,5.3826,5008.64,719.928,1.3926,-8.24,False
5.3316,1.6692,-166.142,924.87,11.029653,448.17,0,7423.028,-13093.62,0,-3.4344,-1.46,14.8,14.062,8.052,-1669.08,5.6886,4197.04,878.37,2.3661,,False
6.618,0.802,-160.408,969.74,11.11245,-249.33,1,7414.04,-11044.71,0,-8.394,-0.46,13.489,10.7902,6.8326,-1407.7,6.957,3334.9,-58.13,1.2324,-11.75,True
4.7772,3.34,-163.146,606.47,11.6547,-641.13,0,7466.54,-12275.22,0,-2.0274,-0.46,21.812,14.552,7.836,-1618.54,12.591,3403.68,477.07,1.3185,,True
4.0533,1.3222,-171.156,1036.14,11.82,789.24,0,7659.42,-11480.4,0,-3.5526,-1.46,11.645,10.5788,6.973,-1508.096,7.0581,3281.8,201.97,3.1728,,True
4.005,1.8674,-176.702,-311.03,11.6385,816.33,0,7442.952,-8691.12,0,-1.1322,-1.46,12.456,10.1928,6.1708,-1088.52,6.0975,3263.94,325.17,5.853,,True
13.353,1.3212,-181.06,1106.44,13.1451,-238.53,1,7470.26,-11585.85,0,-6.288,-1.46,10.453,11.858,5.5994,-1722,9.222,3344.89,803.23,1.01796,-10.37,True
13.617,3.952,-164.848,1347.07,11.2737,835.74,0,6680.82,-11743.92,1,-2.4603,-0.46,14.9,11.31,7.568,-1941.52,7.1943,3633.84,505.07,6.567,-10.04,True
4.6305,2.526,-169.476,996.86,11.06028,840.45,1,7386.4,-10848.72,1,-9.024,-0.46,22.525,9.4946,5.505,-565.12,10.533,3441.59,462.37,3.912,-9.82,True
6.351,4.702,-179.42,292.97,12.1605,804.15,0,7367.56,-11374.92,0,-1.737,-0.46,13.354,17.556,8.038,-1538.242,9.858,3429.51,568.47,11.331,,True
6.681,0.6274,-161.874,903.37,13.5075,615.6,0,7497.34,-11018.61,0,-7.605,-1.46,15.037,11.28,6.1554,-1336.88,9.033,3512.54,-1010.93,2.751,,True
4.9863,1.5386,-158.4896,656.47,11.031309,478.47,0,7490.86,-10666.62,1,-2.0166,-1.46,12.859,13.612,6.3038,-1454.8,9.651,3376.34,110.57,1.5642,,False
8.502,1.7992,-185.8,1111.87,11.5869,1030.74,0,7576.86,-11407.62,0,-5.316,-1.46,25.369,13.296,5.15092,-1448.1,6.2496,3251.64,853.87,2.4153,,False
6.786,0.871,-167.12,1095.13,15.786,1197.27,1,7392.26,-11555.91,0,-4.467,-1.46,13.448,13.09,5.59,-1426.16,5.4006,4856.64,101.57,1.9227,-8.51,True
4.5102,4.392,-187.28,1020.79,11.937,755.49,1,8127.22,-11838.12,0,-10.056,-1.46,15.896,9.4228,5.3836,-2426.32,5.6145,2955.24,578.27,6.792,-7.53,False
6.879,2.332,-166.416,829.27,12.951,525.27,1,7518.6,-12072.42,0,-4.479,-0.46,14.454,10.071,5.31558,-2115.12,5.9595,3916.34,860.27,3.6615,-8.49,False
5.1627,3.11,-174.934,1089.92,12.4188,995.61,1,6610.42,-12033.72,1,-5.262,-1.46,19.274,10.1052,7.574,-1179.52,5.835,3761.84,892.27,3.5247,,True
4.818,3.83,-178.82,837.17,11.5722,859.05,1,7427.098,-11416.41,0,-3.894,-0.46,12.88,14.1,5.7148,-1410.46,6.3627,3864.74,814.2,7.698,-9.2,False
4.0296,0.8028,-181.78,859.97,11.21127,340.17,1,7303.82,-12956.22,0,-2.8239,-0.46,17.4293,9.7708,6.2594,-1996.12,8.76,3353.217,319.47,2.0226,,False
4.0941,4.46,-171.02,1172.67,12.7617,821.4,0,7418.244,-15781.92,1,-3.6444,-0.46,17.7296,11.942,7.638,-1768.72,5.7741,3293.35,788.71,6.735,,False
9.447,2.7,-169.374,1091.66,11.033748,1050.75,0,7374.24,-11479.23,0,-8.097,-0.46,18.175,10.3496,8.406,-1150.92,6.411,3721.14,740.2,3.6609,,False
10.344,2.374,-183.38,1314.37,11.3568,1670.67,1,7378.68,-11371.2,1,-1.9599,-0.46,16.5045,10.4712,5.5552,-1213.72,6.3009,3325.31,814.1,1.3059,,False
8.436,2.566,-160.466,362.27,12.5496,535.47,0,7291.46,-11295.345,0,-1.3242,-1.46,20.964,12.254,6.559,-1471.94,9.189,3321.79,814.64,1.827,-9.65,False
4.5855,1.2548,-158.145,1327.77,11.10636,836.31,1,7406.74,-12679.62,0,-1.5186,-0.46,15.269,10.0716,6.3374,-1725.86,5.24238,2883.74,697.55,3.5442,-9.98,False
4.3125,3.89,-160.218,471.37,19.956,-1257.93,1,7432.422,-12374.82,0,-2.2281,-0.46,13.212,15.624,7.694,-1657.1,8.499,3365.203,429.07,1.4097,-10.1,True
3.8523,0.6924,-193.48,968.05,11.3925,721.26,0,7321.74,-10864.32,0,-6.879,-1.46,7.545,12.478,5.3202,-1364.7,5.6829,3676.14,1857.07,1.4364,,False
5.6454,1.4304,-167.882,843.47,11.6172,621.75,0,7472.38,-11093.94,0,-3.5634,-1.46,18.409,11.572,6.3326,-1405.02,7.431,3458.64,371.57,2.0808,-11.12,True
3.8787,1.9488,-169.858,1608.57,13.3398,199.77,0,7369.72,-16951.92,0,-1.3128,-1.46,15.784,10.4888,9.192,-1915.92,5.4189,4610.64,312.47,0.95427,-9.41,True
5.7927,0.7076,-166.4,45.97,11.0571,776.67,1,7406.16,-12520.02,1,-0.98214,-1.46,15.59,9.15334,5.377,-5094.52,8.082,3586.14,-402.93,6.603,,True
7.875,1.2686,-159.898,1082.44,11.06274,860.646,0,7466.32,-11527.83,0,-5.169,-0.46,18.787,10.3892,7.308,-1523.268,6.0111,3083.34,1007.07,8.499,-8.37,False
4.7121,3.558,-158.0446,937.77,11.406,-1218.33,1,7403.96,-11554.08,0,-9.225,-1.46,20.151,11.782,6.9684,-1503.98,7.7715,3432.39,867.77,1.1427,,False
7.266,1.0476,-170.924,1092.04,16.014,787.17,1,7454.88,-11962.62,0,-8.619,-0.46,17.8521,10.514,6.4836,-1813.32,5.4573,4202.94,-86.83,2.1489,,True
4.9686,2.306,-165.078,177.27,12.3549,-164.13,0,7451.24,-11134.74,1,-1.3362,-0.46,19.932,15.516,6.2614,-1477.72,6.9441,3556.24,469.97,1.02531,,True
10.842,1.794,-165.942,739.67,11.05629,753.84,1,7460.8,-11287.191,1,-2.3757,-1.46,20.645,12.048,5.8768,-1404.72,7.3944,3393.72,931.47,2.8113,,True
4.8492,0.5314,-177.468,944.27,11.22768,752.85,1,7426.326,-11553.45,1,-2.9886,-1.46,21.493,10.4408,7.654,-1476.42,6.8379,3382.21,-251.03,2.9229,-10.59,True
5.5782,7.984,-158.4174,906.07,13.6167,631.5,1,7458.8,-11196.06,1,-6.066,-1.46,7.717,10.4152,7.23,-1377.76,6.2052,3400.96,751.09,3.1038,-10.04,False
5.211,2.312,-189.22,1262.47,11.7135,929.07,0,7842.22,-11219.37,1,-1.5219,-0.46,17.3195,10.154,5.2017,-1222.32,10.275,3347.47,484.87,4.251,-9.53,True
3.9375,1.0902,-170.374,830.87,14.577,845.334,0,7628.08,-10224.12,1,-3.5346,-1.46,21.801,9.8678,5.2215,-971.32,6.6651,3680.54,-64.33,7.677,,True
3.53964,0.9524,-187.28,-591.03,11.06766,466.47,1,7384.8,-6220.92,0,-1.2507,-1.46,31.16,10.2202,5.1408,-1121.12,6.0147,3444.06,791.66,1.9017,,False
4.4499,0.6188,-161.154,888.17,11.10342,397.47,1,7434.838,-13181.52,0,-4.23,-1.46,17.2675,9.9776,5.9558,-2290.52,13.497,3354.03,937.37,2.9532,,False
4.9206,2.924,-170.564,737.87,13.7352,737.85,1,7440.324,-12911.82,0,-3.249,-0.46,21.835,10.7356,7.0276,-1901.12,6.1074,3684.14,849.77,8.379,,False
8.985,4.138,-158.298,1109.32,11.15955,1082.46,0,7396.4,-11354.37,1,-3.1242,-0.46,17.3517,9.1804,5.8188,203.48,10.932,3414.86,538.37,1.9626,-10.38,True
5.2737,6.65,-190.14,1019.11,12.048,892.653,1,7455.66,-12183.72,0,-3.0405,-1.46,16.4249,9.8158,6.8156,-1283.92,8.805,3476.64,801.21,4.575,-10.07,True
4.2954,3.432,-160.516,1539.37,11.673,928.92,0,7401.32,-12046.62,0,-1.7067,-1.46,11.024,15.38,7.234,-1510.68,8.388,3319.38,548.67,5.283,,True
15.06,5.414,-179.76,1078.17,11.16153,1074.72,1,7919.42,-11265.12,0,-11.133,-0.46,16.3344,9.5252,5.7068,-796.12,6.6846,3293.27,594.87,1.9335,-10.56,True
9.12,3.778,-161.258,1111.31,11.04558,908.25,0,7286.86,-11514.99,0,-5.268,-1.46,20.31,9.2946,6.595,-1320.92,7.2426,3308.67,773.03,3.2598,,False
5.8713,3.67,-158.3446,1339.27,12.2682,947.13,0,7502.9,-11773.02,1,-1.308,-1.46,13.362,9.3696,7.906,-260.72,9.078,3457.64,846.47,6.576,-10.84,True
3.6456,3.304,-164.984,959.05,11.5677,133.17,0,7530.66,-10654.62,1,-2.5395,-1.46,7.132,11.306,5.3494,-1489.54,5.6895,3159.34,502.77,1.1124,,False
10.194,0.9474,-173.94,903.97,12.1323,527.67,1,7404.04,-11300.395,1,-5.154,-1.46,14.674,10.7994,6.3086,-1210.72,7.3038,3539.04,1532.67,1.1751,,True
7.587,0.5378,-225.78,922.57,11.9313,445.47,0,6881.22,-11557.89,0,-6.543,-1.46,15.311,10.0058,5.9338,-1964.12,5.24838,2019.64,2375.07,3.1704,,False
5.6874,0.969,-238.84,1104.74,16.161,717.69,0,5621.82,-12565.62,0,-5.409,-1.46,20.355,12.88,5.9822,-1667.1,7.9083,3367.355,1012.67,2.5125,,False
5.2596,1.8656,-169.168,1036.76,11.565,-174.63,0,7411.794,-12996.42,1,-4.035,-0.46,16.4219,9.548,8.12,-2735.52,7.497,3608.54,374.67,1.2072,,True
3.9225,1.7454,-164.926,1211.57,11.15052,961.77,0,7407.36,-11402.67,1,-2.5509,-1.46,16.5381,11.014,5.24142,-1210.32,7.0155,3368.79,834.87,6.402,,False
8.052,0.718,-181.66,1061.209,11.09301,878.487,0,7425.238,-11080.89,0,-4.602,-1.46,21.027,9.365,5.3934,-425.92,5.19735,393.64,110.37,5.34,,True
4.1484,1.4388,-159.635,1034.93,11.7669,802.71,0,7151.02,-11192.7,1,-13.929,-0.46,10.867,11.416,5.6372,-1418.5,9.855,3317.78,970.27,3.972,-9.02,False
3.59955,2.0668,-189.46,207.87,11.7558,749.67,1,7453.18,-14530.92,0,-1.2135,-0.46,17.8611,9.8926,7.534,-2030.12,5.661,3222.54,402.97,7.035,-9.45,True
4.4628,1.0034,-169.314,1099.72,11.6898,753.39,0,7407.34,-14530.92,0,-2.5479,-1.46,24.983,9.5788,6.8726,-2404.52,5.20122,9105.64,46.07,2.0904,-9.73,True
3.51282,2.576,-199.14,1074.11,18.39,1436.67,1,7406.88,-10380.42,1,-11.142,-0.46,18.0139,9.6384,5.5228,-558.32,9.042,3389.46,669.48,1.5372,,False
10.095,3.572,-164.604,929.37,11.14374,665.34,0,7727.02,-11748.72,1,-4.971,-0.46,24.676,9.7678,9.304,-2648.92,13.902,3427.95,525.97,5.322,,True
5.5716,1.6914,-193.98,1138.05,11.733,810.69,1,7413.424,-12460.32,1,-4.548,-1.46,17.9704,11.944,5.28094,-1671.1,6.2205,3308.52,819.36,3.252,-9.35,False
9.759,1.9294,-221.4,903.37,11.10285,38.97,0,7511.5,-11107.29,0,-4.512,-0.46,8.327,11.258,7.324,-1364.12,6.7965,3361.425,320.77,1.1901,-9.97,True
3.55146,4.028,-159.368,1186.27,11.019678,679.62,1,7728.82,-21016.92,1,-3.4947,-1.46,8.678,10.9518,5.4738,-1709.96,7.1616,3319.01,748.72,1.1859,,False
4.5747,2.786,-172.792,1317.87,12.1968,967.62,1,7448.714,-12120.42,0,-2.4651,-1.46,18.604,9.3908,5.7444,-1366.56,5.424,3326.4,509.67,3.3903,,False
9.927,1.033,-172.532,224.27,12.6906,792.12,0,7392.42,-11152.02,0,-1.8495,-0.46,13.218,11.67,6.9984,-1360.06,5.7228,4044.24,13.97,6.462,,True
5.9034,9.164,-188.56,1195.17,12.2175,1788.87,1,7593.3,-11551.92,1,-3.0162,-1.46,9.599,16.53,8.4,-1479.28,7.6758,3499.84,644.3,1.2312,,True
3.57117,1.6978,-159.612,-566.03,11.9175,722.76,1,7441.528,-19450.92,0,-1.1871,-0.46,9.287,11.548,6.433,-1791.32,5.7438,4140.24,338.97,7.53,-10.28,True
5.2575,1.2562,-160.54,910.37,11.19921,387.87,1,7708.62,-11466.72,0,-6.237,-1.46,15.782,10.3326,6.0646,-1739.92,7.662,3368.276,263.87,2.6448,-10.46,False
12.798,0.7568,-170.81,617.57,11.4645,774.15,1,7482.9,-11235.36,1,-2.7003,-1.46,15.782,9.6056,6.2978,-1083.52,12.441,3414.51,-448.93,6.096,,True
7.638,4.854,-171.644,1088.36,12.4134,895.776,0,7459.26,-11479.89,0,-8.751,-0.46,23.756,9.15874,6.5022,-1028.72,7.5777,3300.72,685.01,4.041,-11.3,False
10.281,0.8778,-158.9126,1212.97,24.348,889.626,1,7419.164,-11383.23,0,-1.9926,-0.46,17.3873,9.542,5.20016,-1055.32,13.944,3336.38,1171.67,9.297,-9.85,False
9.393,3.928,-211.32,1086.79,11.3121,1065.24,1,7443.692,-11408.28,1,-8.835,-0.46,10.477,12.738,6.9028,-1416.98,6.228,3738.64,562.27,2.8731,,True
15.954,2.598,-171.338,733.97,13.4202,765.12,1,7435.788,-11437.11,1,-2.526,-0.46,15.605,13.016,6.0208,-1638.36,9.198,3381.6,771.14,8.295,,False
4.1862,2.802,-160.88,1063.374,20.43,885.252,0,7169.02,-12900.42,1,-5.442,-0.46,12.738,13.654,5.6106,-1500.34,8.61,3425.67,792.33,4.464,-8.14,False
5.8797,0.7912,-162.028,1059.7879,11.010505,859.785,1,7440.712,-11602.56,1,-4.632,-0.46,14.677,9.9788,6.9604,-1423.16,6.5052,3282.25,971.07,6.258,-9.9,False
4.4247,0.8354,-169.262,1069.33,11.19609,-411.03,1,7472.84,-12958.32,0,-7.38,-1.46,16.2742,9.13014,6.7826,-3307.72,7.9155,3346.15,834.77,0.95349,,False
4.6278,3.662,-173.366,590.97,11.010763,108.87,1,7505.44,-12403.62,0,-2.3235,-0.46,12.846,11.692,5.2359,-1641.96,5.685,3802.54,746.01,1.8057,-9.33,False
13.758,1.2788,-221.64,755.17,11.013822,681.96,0,7464,-11239.5,0,-2.3397,-1.46,29.61,12.032,5.9288,-1458.06,6.7056,3321.61,258.07,2.7903,,False
8.733,5.17,-186.76,99.57,11.739,853.341,1,7368.46,-11244.72,0,-1.1457,-0.46,27.37,9.2488,8.54,68.68,7.8444,3559.14,558.97,3.942,-11.32,True
5.4474,3.302,-162.744,1139.48,11.08266,722.85,1,7248.86,-12818.52,1,-5.241,-1.46,15.316,17.4,7.166,-1602.86,5.7402,3205.84,796.96,2.418,,False
6.474,2.424,-160.672,944.27,14.133,797.55,1,7670.62,-12700.02,0,-2.9748,-1.46,23.658,9.10258,5.9018,-9382.52,7.9875,3561.64,808.42,10.746,,True
3.49635,1.664,-176.56,1103.19,11.08737,1017.42,0,7439.918,-13520.22,1,-5.112,-1.46,11.329,9.672,5.9914,-1070.32,6.9705,3268,857.67,2.1345,-8.81,False
4.2327,1.718,-204.5,1173.97,28.464,1059.81,1,7460.2,-13247.22,0,-5.127,-0.46,21.97,10.3154,6.0098,-1451.72,5.9112,3795.74,410.47,2.9661,,True
6.921,2.5,-159.978,-3965.03,11.13222,-1878.93,0,7460.36,-11161.23,0,-0.9189,-0.46,21.223,9.5162,9.616,-914.12,6.3807,3544.54,870.97,1.02468,-7.46,False
7.494,3.088,-181.64,1051.384,11.481,874.545,0,7463.44,-11713.92,1,-4.002,-0.46,21.495,9.17616,7.134,-1157.52,5.30628,5007.64,731.895,10.101,,False
4.4436,0.801,-165.884,867.87,12.6399,622.35,0,7446.37,-12481.92,1,-6.438,-1.46,9.658,12.472,9.762,-1703.04,6.9537,3145.44,2522.07,6.231,,False
7.2,0.9716,-195.76,964.84,11.012908,-364.83,0,7588.18,-11386.11,0,-8.349,-1.46,15.006,15.804,6.314,-1464.2,7.2111,3610.94,1135.97,0.96132,,False
6.096,5.51,-225.24,404.17,11.15907,580.2,1,7516.08,-11777.22,0,-1.3167,-1.46,15.713,9.549,6.99,-2047.92,7.7799,3398.68,689.58,2.7324,-10.83,False
5.5212,0.617,-160.246,113.97,19.485,758.1,1,7435.258,-11767.92,1,-1.1043,-1.46,12.405,13.148,5.5828,-1719.6,11.274,3314.29,-2334.93,9.699,,False
4.5996,8.778,-170.448,1229.57,12.3192,884.928,0,7424.684,-13920.12,1,-3.0468,-0.46,23.305,10.4658,11.764,-1796.72,5.9022,3854.44,716.346,4.653,,False
5.3433,1.8714,-166.066,1121.59,15.261,1277.67,1,7473.8,-11805.72,0,-5.262,-1.46,10.729,9.21,7.196,-526.52,6.7302,3340.99,831.77,1.3935,,False
4.9803,5.752,-171.052,1076.2,12.8823,799.74,0,7434.024,-12853.92,0,-2.9436,-0.46,11.802,9.8608,5.30904,-2169.32,5.8356,3340.95,729.405,6.726,-10.26,False
5.4888,1.177,-175.098,-1124.03,11.010818,768.87,0,7454.04,-11381.43,0,-0.8967,-0.46,18.553,10.0576,5.126478,-1438.9,6.2664,3230.44,951.97,4.791,,False
6.129,0.7602,-163.418,1387.57,11.28306,777.93,1,7366.12,-11887.02,0,-1.1508,-0.46,10.383,9.3406,7.684,-2022.92,7.0005,3228.24,1472.07,2.3913,-10.32,False
4.5642,2.31,-158.0074,273.77,12.1104,509.97,0,7139.02,-11323.023,0,-1.3662,-0.46,22.02,9.278,5.5756,-129.92,5.6274,3915.44,767.85,1.2006,,False
